Word,Count
\"\T__26"\\,10
(currentReport,10
file.Delete();,10
nz),10
sumOutNormal,10
\//Guid.Parse("\394612c6-073c-4820-aa60-828aaecefcb7"\);\,10
dtTo;,10
Common.IFuelProtocol,10
\"\T__42"\\,10
this.fuelPoints,10
'F',10
\"\T__46"\\,10
inside,10
th;,10
TotalInNormalized,10
nSale.SaleTankEndValues[nf.TankId].CurrentTemperatur;,10
Calls,10
List<Common.FuelPoint>,10
Product2,10
(byte)nozzle.ParentFuelPoint.Address),10
\"\bitwiseAndExpression"\\,10
T__33,10
paren,10
C,10
'u',10
this.SetPrice(fp);,10
Version:4.0.30319.34209,10
System.IO.Ports.SerialPort();,10
expression);,10
\"\T__40"\\,10
\"\T__33"\\,10
\"\expressionList"\\,10
T__47,10
currentReport.Dispose();,10
\litres.Substring(4,\,10
fp.DispenserStatus;,10
1.234E,10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g:253:22:,10
ftpc.TotalizerStart);,10
\"\arguments"\\,10
sumOut,10
dividor,10
Created,10
\"\T__31"\\,10
//nz.CurrentSale.TotalPrice,10
initial,10
litres,10
nozzle.FuelTypeId);,10
\this.EnqueValues(fp,\,10
this.serialPort.IsOpen;,10
salesNozzle.QueryTotals,10
trim,10
fuelPoint.LastActiveNozzle;,10
\"\identifier"\\,10
\f.TotalizerStart),\,10
09,10
FuelPointStatusEnum.Idle),10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g:175:4:,10
spaces,10
\f.TotalOut),\,10
Database,10
sent,10
\"\T__20"\\,10
nozzle.GetAvgDensity(qsd);,10
T__34,10
T__40,10
FuelPointStatusEnum.Nozzle,10
δεξαμενή,10
n.Dispenser.OfficialPumpNumber,10
12:02:23,10
decimal.Round(nz.CurrentSale.TotalVolume,10
GetStatus,10
\TansDate,\,10
invoice.TotalAmount,10
\"\T__23"\\,10
\"\ID"\\,10
\"\E"\\,10
\"\DIGIT"\\,10
ASFuelControl.Common.FuelPointValues();,10
this.currentReport,10
3.2,10
περιόδου,10
στους,10
sale.TotalizerEnd;,10
found,10
FuelPointStatusEnum.Offline),10
\0x34,\,10
byte[4];,10
2009,10
\"\EscapeSequence"\\,10
this.GetStatus(fp.ActiveNozzle.ParentFuelPoint);,10
qsdiff.Sum(s,10
(7.29e),10
T__43,10
n.OfficialNozzleNumber,10
17:56:42,10
0E,10
TotalStart,10
\"\T__43"\\,10
ASFuelControl.Common.FuelPointValues,10
\"\TRUE"\\,10
\"\FALSE"\\,10
dtFrom;,10
f.SumTotalOutNormalized);,10
'\\u000C',10
Allows,10
qGroups,10
IsConnected,10
[07],10
\"\T__35"\\,10
\e.TotalVolume,\,10
tank.TankFillings.Where(tf,10
\alarm.AddData("\CurrentFuelLevel"\,\,10
'f',10
nSale.SaleTankStartValues[nf.TankId].FuelHeight;,10
T__31,10
WS,10
Connect(),10
'true',10
\"\UnicodeEscape"\\,10
Thread.Sleep(100);,10
f.SumTotalOut);,10
invoice.Printer;,10
BitConverter.ToString(response);,10
'loop12',10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g:253:15:,10
responseLength,10
calculated,10
b04,10
(this.Tank.TankStatus,10
(gr,10
T__22,10
T__36,10
(4.45ltr),10
dispensers),10
'loop6',10
InvoiceTypeId,10
sumOutNormal;,10
late,10
T__42,10
sale.SaleProcessed,10
nz.CurrentSale.SaleEndTime,10
\nz.CurrentSale.TotalizerStart,\,10
Common.Enumerators.FuelPointStatusEnum.TransactionCompleted,10
f_2245b,10
files,10
tAlarm,10
tank.GetTempmeratureAtTime(balance.TimeStart);,10
(Nozzle,10
T__48,10
\"\T__34"\\,10
\"\T__37"\\,10
2009-11-11,10
traderRadGridView,10
T__28,10
invoiceLinesRadGridView,10
/UPDATE,10
\{2}"\,\,10
T__25,10
\"\conditionalExpression"\\,10
T__45,10
this.fuelPoints.Clear();,10
first=,10
(fuelPoint.ActiveNozzle.CurrentSale,10
List<Common.FuelPoint>(value);,10
nozzle.GetAvgTemperature(qsd);,10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g:151:4:,10
\"\T__28"\\,10
ftpc.NozzleId).FirstOrDefault();,10
salesTransactionNozzleOfficialNozzleNumberGroupFooterSection,10
Common.Enumerators.TankStatusEnum.Error),10
back,10
'e',10
AddNozzle(Nozzle,10
reportViewer1,10
TotalIn,10
\Console.WriteLine("\Sale\,10
\"\T__45"\\,10
n.QuerySetPrice).Count(),10
nozzle.Dispenser.Nozzles.Where(nn,10
salesNozzle.CurrentSale,10
\"\bitwiseXOrExpression"\\,10
attached,10
'loop8',10
Address,10
defined,10
'\\n',10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g:140:4:,10
density);,10
TotalVolume,10
if(this.DataChanged,10
tank.GetLevelAtTime(balance.TimeStart);,10
nz.CurrentSale.SaleCompleted,10
\f_2245b.Add(n.Dispenser.PumpSerialNumber,\,10
salesTransactionNozzleDispenserOfficialPumpNumberGroupFooterSection,10
tank.GetTempmeratureAtTime(balance.TimeEnd);,10
EventHandler<Common.TotalsEventArgs>,10
\"\additiveExpression"\\,10
\"\primaryExpression"\\,10
Common.FuelPoint[],10
//fp.Status,10
System.IO.Ports.SerialPort,10
ftpc.FuelPumpSerialNumber).FirstOrDefault();,10
vehiclesRadGridView,10
errorThreshhold,10
T__23,10
\"\T__48"\\,10
\"\equalityExpression"\\,10
CommunicationPort,10
'false',10
'loop2',10
\"\multiplicativeExpression"\\,10
again,10
\"\T__19"\\,10
fp.FuelPumpSerialNumber).Select(g,10
n.TotalVolume).ToArray();,10
this.CommunicationPort;,10
this.database.SystemEvents.Where(se,10
\nozzle.FuelType.NormalizeVolume(ftpc.SumTotalOutTotalizer,\,10
List<Common.FuelPoint>();,10
nozzle.ParentFuelPoint,10
\"\T__44"\\,10
dispensedPrice;,10
gr,10
this.nozzles.Add(nozzle);,10
\"\T__32"\\,10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g:197:8:,10
T__21,10
T__32,10
DataChanged;,10
multiple,10
salesTransactionNozzleDispenserOfficialPumpNumberGroupHeaderSection,10
50),10
C:\\Users\\s.ros\\Documents\\D�veloppement\\NCalc\\Grammar\\NCalc.g,10
T__37,10
Diese_heat,10
\evalUnitPrice(nozzle,\,10
executed,10
'loop10',10
fuelPoints,10
15ο,10
qGroups.Where(g,10
Disconnect(),10
\litres.Substring(0,\,10
bal;,10
this;,10
\"\T__39"\\,10
invoice.Printer,10
D6,10
n.Dispenser.PumpSerialNumber,10
ft));,10
0x30,10
f_2245b[ftpc.FuelPumpSerialNumber];,10
Initializes,10
fuelPoint.DispensedVolume;,10
server.Client.Send(buffer);,10
\this.EnqueValues(fuelPoint,\,10
//fp.Nozzles.Where(n,10
Reads,10
\"\);\,10
DispenserStatusChanged;,10
να,10
//rx,9
69,9
Halt**********************,9
EuromatVariables(),9
41,9
Συνολικός,9
\this.EvaluateDisplayData(this.currentCommand.CurrentNozzle,\,9
action,9
(byte)((digit,9
0x61,9
CommandTypeEnum.Authorize:,9
nozzle.UntiPriceInt;,9
WaitingForAnswer,9
GetDisplay(Common.Nozzle,9
\BitConverter.ToString(response),\,9
//if(fp.Status,9
Common.Enumerators.FuelPointStatusEnum.Listen;,9
0x91,9
speed,9
const,9
CommandTypeEnum.SendMainDisplayData:,9
\this.serialPort.Read(buffer,\,9
\"\\\logs"\);\,9
fp.Nozzles[0].TotalVolume,9
\(int)(Math.Pow(10,\,9
\fp.DispensedVolume,\,9
//(5.549,9
//byte[],9
this.currentCommand;,9
pumpNumber);,9
\Console.WriteLine("\Dispensed\,9
e5,9
In,9
CMDSetPrice(Common.Nozzle,9
CommandTypeEnum.RequestTotals:,9
(unitprice,9
another,9
CommandTypeEnum.Halt:,9
//Console.WriteLine(fp.Status);,9
byte[server.Client.ReceiveBufferSize];,9
(response[0],9
double,9
\nwStream.Read(bufferRecieve,\,9
\nozzle.ParentFuelPoint.DispensedVolume,\,9
(res,9
Μέγιστο,9
9A,9
0xA1,9
//nozzle.ParentFuelPoint.DispensedAmount,9
//Ex,9
0xCF),9
x,9
cmdWithCrc.ToArray();,9
επιτρεπόμενη,9
e6,9
Ελάχιστο,9
responseBuffer.AddRange(buffer);,9
\this.EvaluateTotals(this.currentCommand.CurrentNozzle,\,9
[dbo].[FuelType],9
into,9
nameRadTextBox,9
{0:N2},9
this.GetBuffer(response);,9
CommandTypeEnum.SendPrices:,9
this.DispenserStatusChanged,9
*******************Execute,9
(this.curCommand.Fpoint.ActiveNozzle,9
0xD1,9
\(byte)(idGetDisplay(id)),\,9
(nozzlIndex,9
serialPort_DataReceived(object,9
2;,9
i))),9
DialogResult,9
0x6F),9
every,9
(this.responseBuffer.Count,9
EventArgs());,9
(oldStatus,9
\BitConverter.ToString(unitPrice).Replace("\-"\,\,9
nz.QuerySetPrice,9
repeat++;,9
CommandTypeEnum.RequestStatus:,9
\Console.WriteLine("\SetPrice\,9
Common.Enumerators.FuelPointStatusEnum.Nozzle;//0x7x,9
\3,\,9
c3,9
server.Client.ReceiveBufferSize);,9
\nz.Index,\,9
224));,9
identity,9
this.currentCommand.Fpoint.PriceSet,9
auth,9
\fileName,\,9
nozzle.ParentFuelPoint.DispensedAmount);,9
strNz,9
\this.EvaluateActiveNozzle(this.currentCommand.Fpoint,\,9
eURO),9
Πίνακα,9
setprice,9
invoiceTypeBindingSource,9
nz2,9
CommandTypeEnum.RequestDisplayData:,9
Display,9
\"\nz"\;\,9
cmd.TimeExeeded,9
συνολικός,9
\100,\,9
if(response.Length,9
unitPrice.Reverse().ToArray();,9
System.IO.Ports.SerialDataReceivedEventArgs,9
////,9
digit,9
nz.TotalPrice));,9
(!this.CheckBuffer(response)),9
0x71,9
int.Parse(upString);,9
\"\0"\;\,9
E9,9
added,9
\BitConverter.ToString(priceBuffer).Replace("\-"\,\,9
groupFooterSection,9
at:,9
priceString;,9
radListControl1,9
TankFilling,9
cmd.ResponseLength),9
CommandTypeEnum.RequestActiveNozzle:,9
price[i],9
\1].Replace("\."\,\,9
Writes,9
IsInternal,9
Idle,9
(fuelPoint.Status,9
update,9
1)),9
Μέγιστη,9
unitprice.ToString();,9
\//this.serialPort.Write(this.currentCommand.Command,\,9
Common.Enumerators.FuelPointStatusEnum.Work;//0x9,9
\BitConverter.ToString(volumeBuffer).Replace("\-"\,\,9
//0x6x,9
DateTime.Now.AddMilliseconds(50);,9
buffer.Skip(13).Take(4).ToArray();,9
buffer.Skip(25).Take(6).ToArray();,9
buffer.Skip(18).Take(6).ToArray();,9
((num,9
radPageViewPage3,9
UnitPrice,9
OK,9
bytesRead);,9
th,9
SetPrice(Common.Nozzle,9
radTreeView1,9
[dbo].[TankSale],9
//nozzle.ParentFuelPoint.DispensedVolume,9
this.GetNozzleTotals(this.LastNozzle);,9
ltr,9
0x81,9
AuthorizeFuelPoint(Common.FuelPoint,9
this.GetFuelingPointData(this.currentCommand.Fpoint.ActiveNozzle);,9
tankFillingRadGridView,9
Console.WriteLine(fp.DispensedAmount);,9
.Blue;,9
decimal.Parse(priceString),9
this.responseBuffer.Take(cmd.ResponseLength).ToArray();,9
34),9
(this.currentCommand.CommandType),9
[E0,9
Fuel,9
if(fp.QuerySetPrice),9
groupHeaderSection,9
millisecs,9
72,9
\2].Replace("\."\,\,9
B6,9
systemEventRadGridView,9
this.responseBuffer.Clear();,9
this.GetActiveNozzle(this.currentCommand.Fpoint);,9
SetFPtoListen(nozzle);,9
GetTotals(Common.Nozzle,9
//get,9
\Encoding.ASCII.GetString(bufferRecieve,\,9
Quantity,9
\"\[address]\,9
affected_nozzle.isError,9
fp.Nozzles.Length;,9
\"\\\NuovoPignoneError.txt"\,\,9
\"\"\);//\,9
this.MinFuelHeight,9
Common.Enumerators.FuelPointStatusEnum.Idle;//0xAx--0xBF,9
\Exception("\SetPrice\,9
0xC1,9
\(byte)(idSetPrice(id)),\,9
Common.Enumerators.FuelPointStatusEnum.Ready;//0x8x,9
if((fuelPoint.Status,8
units),8
\name="\prices"\>\,8
(Common.FuelPoint,8
if(!nz.CurrentSale.SaleCompleted),8
point.</param>,8
informs,8
A-F,8
(each,8
Δεδομένων,8
locked,8
44,8
(volume,8
1000;,8
\name="\address"\>Physical\,8
crc);,8
manual,8
\name="\nozzleId"\></param>\,8
dispense,8
(prices,8
if(fuelPoint.ActiveNozzle,8
\name="\parameterValue"\>Value\,8
Program.CurrentUserId,8
recalc,8
LF=010,8
053,8
Array,8
format,8
\name="\parameterAddress"\/>\,8
9999,8
this.labelUnitPriceDec.Text;,8
Διαχειρηστής,8
DLE,8
((state,8
FILEGROWTH,8
FuelPointStatus.IDLE;,8
\name="\fuelPointId"\/>\,8
\:{2:N4}"\,\,8
sending,8
radLabel10,8
\Id:{0},\,8
if(nz.CurrentSale.TotalizerStart,8
titrimetryLevelsRadGridView,8
OnTransactionCompleted(Common.TotalsEventArgs,8
050,8
vals.Status,8
if(salesNozzle,8
typeof(VirtualTankAlarm)),8
S=083,8
\Logger("\GetTotals"\,\,8
if(fp.NozzleCount,8
channelRadSpinEditor,8
\name="\parameterNumber"\/>\,8
\if(!(bool)fp.GetExtendedProperty("\TotalsInitialized"\,\,8
/INCLUDE,8
radMenuItem2,8
(this.labelUnitPriceDec.Text.Length,8
\:{1:N4},\,8
\cref="\T:System.ArgumentOutOfRangeException"\>\,8
true))),8
totalPrice2,8
ignored,8
[50],8
shift,8
CurrentSale,8
cents),8
unit).</param>,8
System.Data.Common.DbParameter[],8
specification,8
Αδράνεια,8
\name="\transactionId"\>Identifier\,8
cents,8
place,8
\name="\data"\>List\,8
MAXSIZE,8
volumeBufferStr,8
sendObject,8
Αναφορά,8
a-f,8
requested,8
fuelTypeBindingSource,8
XOR,8
\cref="\T:System.InvalidOperationException"\>\,8
labelStatus,8
Specified,8
06/10/2014,8
Least,8
query,8
send,8
\{2},\,8
\channels,\,8
salesViewRadGridView,8
43,8
authorize,8
60,8
stopRefreshThread();,8
\name="\settResponse"\>Response\,8
(int)nAlarm.AlertType;,8
IsPrinted,8
value;,8
restart,8
построения,8
(fuelPoint,8
[dbo].[InvoiceLine],8
tank.CurrentWaterLevel;,8
this.database.InvoiceLines.Where(il,8
FuelPointStatus.TransactionStopped,8
fp.Halted,8
Authorization,8
measurements,8
user,8
TX,8
055,8
polynom,8
από,8
(or,8
automatically,8
(nozzle,8
{1},8
Common.Enumerators.TankStatusEnum.Offline,8
Λάθος,8
decimal[],8
length),8
Common.Enumerators.FuelPointStatusEnum.TransactionCompleted)),8
<returns>Calculated,8
At,8
значения,8
value.</returns>,8
D8,8
priceBufferStr,8
(response[24],8
wait,8
updated.</param>,8
\"\totalizerDiff\,8
Tank,8
GetNozzleTotalizer(int,8
dispensedVolume;,8
unique,8
Console.WriteLine(fp.Status);,8
Όγκος,8
(tank,8
tData,8
00:20:01,8
\name="\atgId"\/>\,8
Θέρμανσης,8
radSpinEditor1,8
reportHeaderSection1,8
manually,8
&,8
nAlarm.MessageText;,8
ATG.</param>,8
DART,8
GILBARCO,8
\name="\prices"\>Array\,8
\PtsConfiguration.FuelPointQuantity,\,8
\Channel,\,8
fp.Nozzles[nozzleId,8
nAlarm.MessageText,8
о,8
operation,8
sprice,8
typeof(VirtualDispenserAlarm)),8
Data.SystemEvent();,8
(several,8
Previous,8
διεύθυνση,8
FuelPointStatus.IDLE,8
tha,8
nozzleFlowsRadGridView,8
totalPrice1,8
στο,8
(OptionKey,8
\FuelPoint,\,8
radMenuItem1,8
PRIMARY,8
\ASFuelControl.WorkFlow.WorkFlowProcess.ValidationkDelegate(this.HasAlerts),\,8
CreateTotalRequest,8
\name="\pricePerLiter"\>Price\,8
Common.Enumerators.TankStatusEnum.Idle;,8
\AlarmNozzleId,\,8
UpdateFuelPointConfiguration(),8
accordance,8
address);,8
Writing,8
\BitConverter.ToString(volumeBuffer,\,8
corresponds,8
LSB,8
FuelPointStatusEnum.Work;,8
WorkFlow,8
[dbo].[TitrimetryLevel],8
invoiceTypeDropDownList,8
fpChn,8
pause,8
this.PrintToPrinter(invoice);,8
TOKHEIM,8
ή,8
AlarmNozzleId,8
nf.TankId).FirstOrDefault();,8
Premium,8
name,8
\BitConverter.ToString(priceBuffer,\,8
typeof(VirtualNozzleAlarm)),8
\nozzles,\,8
(this.DataChanged,8
u.ApplicationUserId,8
this.database.ApplicationUsers.Where(u,8
\name="\bytes"\>Message\,8
Program.CurrentUserLevel,8
specified),8
shiftsRadGridView,8
51-FF-F6-E0-F9-E7-E5-E2-E1-E5-E1-E2-E0-FA-E3-E8-E0-E4-E3-E4-E2-E0-F4-E0-E4-E4-E1-F5-E0-E0-E0-E0-F6-E1-F9-E0-E0-E0-E0-E0-E0-E0-E0-FA-E0-E0-E0-E0-E0-E0-E0-E0-F4-E0-E0-E0-E0-F5-E0-E0-E0-E0-F6-E2-F9-E0-E0-E0-E0-E0-E0-E0-E0-FA-E0-E0-E0-E0-E0-E0-E0-E0-F4-E0-E0-E0-E0-F5-E0-E0-E0-E0-FB-E5-F0,8
\name="\asciiBytes"\>Initial\,8
q2,8
\Dictionary<int,\,8
btnSettings,8
AtgChannels,8
SIZE,8
SignSignature,8
System.Threading.Thread.Sleep(100);,8
\"\Ακροσωλήνιο\,8
Common.DebugValues();,8
\priceBuffer.Length).Replace("\-"\,\,8
\"\Σφάλμα\,8
sysEvent.EventId;,8
fpAdd,8
Recieve,8
addressLabel,8
Αδικ,8
fuelTypeDropDownList,8
identified,8
elements,8
\+balance.StartDate.ToString("\yyyyMMdd"\);\,8
E3,8
Συνδεσης,8
έχει,8
here,8
escape,8
\"\Αντλία\,8
διαφορά.,8
systemEventDatumRadGridView,8
providing,8
false)),8
NozzleTotalsReport,8
Common.Enumerators.FuelPointStatusEnum.TransactionStopped,8
(256,8
outFolder,8
controllerDropDownList,8
Discovers,8
btnTanks,8
(by,8
tank.CurrentTemperature;,8
150),8
opening,8
Data.ApplicationUser,8
DATABASE,8
mm,8
liter.</param>,8
Queue,8
UpdatePrices,8
\volumeBuffer.Length).Replace("\-"\,\,8
\System.Diagnostics.Trace.WriteLine(string.Format("\Nozzle\,8
\name="\settings"\>Configuration\,8
liter,8
λίτρα,8
Autorize,8
becalculated.</param>,8
dispenserSaleRadGridView,8
FuelPointStatus.TRANSACTIONSTOPPED)),8
(nz.QueryTotals),8
channelLabel,8
//Set,8
\bytes,\,8
Κίνησης,8
counters,8
FILENAME,8
TotalInfoResponse,8
97,8
Description,8
Current,8
Παροχή,8
LRC,8
PTSLib.PTS.PtsConfiguration.</param>,8
radDropDownButton1,8
\(command,\,8
having,8
hexidecimal,8
\name="\pricePerLiter"\>Fuel\,8
</param>,8
controller.</param>,8
labelTitle,8
(this.lastActiveNozzleId,8
δεδομένα,8
\name="\tank"\></param>\,8
e.NozzleId).FirstOrDefault();,8
Unitprice////////////////////////////////////////////////////////////,8
longer,8
already,8
Requests,8
scaleFactor,8
if(fuelPoint,8
\name="\ordByte"\>Initial\,8
//ZeroPadding,8
\this.GetFulePoint(channel,\,8
со,8
transaction),8
dbo.[Option],8
<returns>Object,8
totally,8
Ολοκλήρωση,8
process,8
invalid,8
\name="\value"\>Initial\,8
Need,8
\thread,\,8
FuelPointChannels,8
CR=013,8
\"\00"\;\,8
Λειτουργίας,8
WAYNE,8
assignment,8
affected_nozzle.isAuthorized,8
κανάλι,8
nAlarm,8
type).</param>,8
52,8
1].TotalVolume;,8
μετά,8
Starts,8
if(nz.CurrentSale,8
connected),8
GETTOTALS,8
Properties.Settings.Default.DBConnection;,8
fuelTypeRadGridView,8
shorter,8
nAlarm.DeviceId;,8
controller),8
millimeters),8
tankLevelStartViewRadGridView,8
programm,8
state.Sale;,8
foo;,8
0x03),7
if(entity.GetType(),7
if(!scope.Transaction.IsManaged),7
if(fp.Nozzles[0].QueryTotals),7
currentPriceRecord.Price;,7
na,7
//if(cmd.Fpoint.ActiveNozzle,7
tankPrice.TankFillings.Add(filling);,7
filling.TankPriceId,7
\1),\,7
\fp.SetExtendedProperty("\statusFails"\,\,7
previousDensity;,7
FOR,7
fuelPoint.LastValues;,7
(totals),7
sale.TotalPrice,7
\this.serialPort.Read(upResponse,\,7
fuelPoint.Address);,7
scope.Transaction.Begin();,7
vatPercentageDataTextBox,7
78,7
in-memory,7
fp.Address,7
i])[0],7
\list.Add(string.Format("\Status\,7
invoice.InvoiceTypeId),7
//if(fails,7
F_2232_VOL,7
Common.Enumerators.TankStatusEnum.LevelIncrease;,7
F_2237,7
disp..CurrentValue;,7
cmd.Fpoint.DispenserStatus;,7
this.TankNumber.ToString();,7
Console.WriteLine(BitConverter.ToString(cmd));,7
fileNames.Add(fileName);,7
(tup,7
value.ToArray().Skip(index).Take(index,7
(data.ToUpper(),7
parms[10],7
invoice.Trader.InvoiceTypeId.Value;,7
db.InvoiceTypes.Where(it,7
this.Delete(entity);,7
F7,7
responses;,7
0x00,7
price;,7
this.Controller.FuelPoints,7
(DateTime.Now.Subtract(lastValuesSent).TotalSeconds,7
DialogResult.OK),7
(usagePeriod,7
//string,7
\"\.delete"\;\,7
this.ActiveNozzle,7
expression.Parameters[parameter.Name],7
(invL.Invoice.InvoiceType.TransactionType,7
(cmd.Fpoint.QueryTotals),7
VirtualDevices.VirtualDispenser,7
this.CheckUsagePeriod();,7
nz));,7
+BitConverter.ToString(buffer));,7
dispenser.AddressId));,7
currentSale.TotalizerStart,7
FinByte,7
fp.DispensedAmount);,7
200),7
fpi.PropertyChanged,7
args.PropertyName,7
invL.Invoice,7
ReturnStatus(int,7
ΣηιφτΡεπορτ,7
(nz.SaleVolume,7
tankPrice.FuelDensity,7
invoiceLIne,7
Preset,7
All,7
1],7
fi.Create();,7
0x08),7
(nSale.TotalVolumeStart,7
ex),7
\list.Add(string.Format("\AddressId\,7
filling.TankPrice,7
mia,7
groupFooterSection1,7
groupHeaderSection1,7
List<string>();,7
cmd.Fpoint.Status,7
currentSale.TotalVolume),7
endParameters.CurrentTemperatur);,7
this.Database.GetUsagePeriod(filling.TransactionTime);,7
tankPrice;,7
it.InvoiceTypeId,7
n.OrderId,7
invType,7
F_2234_TEMP,7
ts,7
(decimal)10.99;,7
System.Globalization.CultureInfo.CurrentCulture));,7
this.GetScope();,7
handling,7
Common.Enumerators.TankStatusEnum.Selling),7
dispenser.OfficialNumber.ToString(),7
auth-price-auth-price,7
\"\LOG\,7
(currentSale.TotalizerEnd,7
entity.GetType().Name;,7
if(value[index,7
\17).Replace("\-"\,\,7
lastNozzle.NozzleId;//,7
61,7
\"\InvoiceId"\\,7
invoiceLIne.FuelDensity),7
(filling.TankId,7
this.GetTankVolume(endParameters.FuelHeight,7
System.IO.Directory.CreateDirectory(directoryName);,7
<200,7
values.ActiveNozzle).FirstOrDefault().NozzleId;,7
parms[12];,7
FinByte),7
scope,7
values.CurrentPriceTotal));,7
(invoice.Trader.InvoiceTypeId.HasValue,7
System.ComponentModel.PropertyChangedEventHandler(fpi_PropertyChanged);,7
F_2245B,7
douleuei,7
F_2244E,7
tankPrice.TankPriceId;,7
probe.FuelLevel,7
this.Database.InvoiceLines.Where(inl,7
tankPrice.Price,7
\HH:mm:ss.fff"\);\,7
stream---,7
\this.SerializeItem(entity,\,7
values.Status));,7
nozzle.ParentFuelPoint.Channel,7
StringToByteArray(parms[2,7
tp.ChangeDate).Take(1).FirstOrDefault();,7
(decimal)100.99;,7
(buffer.Length,7
dbo.Invoice,7
1])[0],7
tankPrice,7
9600bp,7
\60"\\,7
\currentSale.UnitPrice,\,7
(entity.GetType(),7
sale.NozzleId,7
ReturnStatus(byte,7
radGroupBox1,7
F_2245A,7
//nextCommand,7
lastValuesSent,7
\error.AddErrorInfo(Properties.Resources.TankFillingValidator_TankPriceCreationFailed,\,7
\Console.WriteLine("\auth:\,7
filling.Tank.TankPrices.Where(tp=>tp.ChangeDate,7
F_2244C,7
95,7
totalPriceGroupHeaderSection,7
(!System.IO.Directory.Exists(directoryName)),7
EB,7
F_2243,7
0x06),7
length).ToArray();,7
p1,7
fails);,7
currentDensity;,7
this.Nozzles.Where(n,7
response.Skip(5).Take(8).ToArray();,7
SelectionForms.SelectFromToForm,7
CMDGetTotals(nozzle);,7
\Failed"\);\,7
this.serialPort.StopBits,7
cmd.Fpoint.ActiveNozzle;,7
filling.TankFillingId).FirstOrDefault();,7
upl,7
this.serialPort.DataBits,7
xara,7
usagePeriod.UsagePeriodId;,7
\decimal.Parse(data.Substring(9,\,7
For,7
(!scope.Transaction.IsActive),7
\EvalGetTotals(nozzle,\,7
tank.GetTankVolume(data.Values.FuelHeight);,7
(int)responseLength.totals),7
this.GetTotals(fp.Nozzles[0]);,7
requestUnitPrice(nozzle.NozzleId);,7
diff,7
probe.Temperature,7
F_2236B1,7
\Console.WriteLine("\ComWrite:\,7
filling.TankId;,7
currentSale.TotalizerStart;,7
\this.AddSystemEventData(alarm,\,7
\END"\));\,7
upr,7
report.ReportParameters[1].Value,7
\37,52,53\,7
tc,7
//cmd.Fpoint.QueryTotals,7
allready,7
(cmd.Fpoint.Status,7
invoiceLIne.UnitPrice),7
h,7
0xFD;,7
F_2242,7
sysEvent.Nozzle.TotalCounter,7
\Console.WriteLine("\TOTALS\,7
FileInfo(fileName);,7
0xFB;,7
filling.UsagePeriodId,7
tankPrice.ChangeDate,7
incoming,7
\this.Database.GetCurrentTankUsagePeriod(filling.Tank,\,7
sftf.ShowDialog();,7
values.CurrentVolume));,7
dispenser),7
currentSale.TotalVolume,7
System.IO.Ports.StopBits.One;,7
[01,7
generic,7
this.Database.CreateEntity<TankPrice>();,7
////////////////,7
f.Close();,7
F_2234_MM,7
\list.Add(string.Format("\********************{0}********************"\,\,7
previousDensity,7
filling.TankPrice.Price,7
prwta,7
FileStream,7
startParameters.FuelHeight);,7
\if((int)fp.GetExtendedProperty("\setPrice1"\,\,7
\ArgumentException("\missmatch"\,\,7
nSale.TotalVolumeEnd),7
invType.LastNumber,7
F_2236A1,7
Τελευταίος,7
sw.Stop();,7
Clears,7
F_2245C,7
cmd.Fpoint.LastNozzle;,7
tankPrice.TankId,7
dispenser.DispenserNumber.ToString(),7
F_2239A,7
foreach(int,7
value.Length;,7
SET,7
p2,7
\(int)fp.GetExtendedProperty("\statusFails"\,\,7
//fails++;,7
\:#{0:N2}"\,\,7
values.ActiveNozzle));,7
Evaluates,7
BitConverter.ToString(buffer);,7
\"\g"\,\,7
parms[8],7
fp.PropertyChanged-=new,7
ValidResponses(this,7
Implementation.OptionHandler.Instance.CheckFillingEnd,7
F_22310,7
Data.SendLog();,7
DateTime.Today.AddDays(-1).Add(tc);,7
sftf,7
probe.WaterLevel,7
log.Action,7
nozzle.TotalPrice,7
currentPrice;,7
sftf.EndDate,7
(this.LogLevel,7
value.indexesOfByte(StartByte)),7
(cmd.Fpoint.Nozzles[0].QueryTotals),7
IObjectScope,7
usagePeriod,7
BitConverter.ToString(response).Split('-');,7
Implementation.OptionHandler.Instance.CheckFillinInvoices,7
if(this.TotalsRecieved,7
parms[4],7
decimal.Parse(priceBufferStr);,7
\string.Format(Properties.Resources.UsagePeriod_PerioNotFound,\,7
this.GetId();,7
tank.TankStatus,7
sftf.StartDate,7
SelectionForms.SelectFromToForm();,7
totalPriceGroupFooterSection,7
upResponse).SaleUnitPrice;,7
decimal.Parse(volumeBufferStr);,7
MethodInfo,7
F_2239B,7
fPoint,7
height,7
//nz.Totalizer,7
\this.TotalsRecieved(cmd.Fpoint,\,7
Flags,7
\"\and\,7
\error.AddErrorInfo(messageText,\,7
\"\length"\);\,7
