Word,Count
WorkFlow.AlarmRaisedEventArgs,2
invoice.InvoiceId.ToString().ToLower();,2
The,2
UI.Controls.AlarmControl;,2
\MessageBox.Show("\Λάθος\,2
strartLevel;,2
\report.ReportParameters["\CompanyOccupation"\].Value\,2
database.TankFillings.Where(f,2
btnDeleteSchedule,2
FormClosedEventArgs,2
this.Close();,2
ή,2
AlarmResolvedArgs(se.EventId));,2
DateTime.Now);,2
Common.TankValues();,2
control.DeviceType,2
ftc.FuelPumps.Where(f,2
false);,2
running,2
\name="\HashAlgorithm"\>Can\,2
[ChangeLogId],2
//F_22310,2
repSource.ReportDocument,2
\Data.Implementation.OptionHandler.Instance.GetOption("\CompanyCity"\);\,2
existingEvent.Dispenser.OfficialPumpNumber;,2
c;,2
INNER,2
πρωτόκολλο,2
tank.GetDensityAtTime(dt2));,2
totals,2
radTextBox2,2
EventHandler(control_QueryCreateSaleEvent);,2
amountSum,2
VirtualDispenserAlarm,2
ftc.FuelPumps.Sum(f,2
radButton10,2
\HH:mm"\)\,2
fillingsRestVol,2
GetNextSaleReturn,2
COM,2
tf.Volume);,2
tank.GetTempmeratureAtTime(dt2);,2
VirtualDevices.VirtualBaseAlarm,2
label14,2
(balance.Reservoirs.Reservoirs.Count,2
Contains(n.NozzleId)),2
i.TransactionDate.Value.Date,2
balance.PrintDate,2
qInvOther.Sum(tf,2
communicationControllerBindingSource,2
Common.Enumerators.TankStatusEnum.Selling),2
colors,2
amountNoDisSum,2
ssf,2
il.Invoice.TransactionDate.Date,2
provides,2
systemEventBindingSource,2
Used,2
\dbo.SalesTransaction.TotalizerStart,\,2
\name="\dispenser"\></param>\,2
20,2
alert.PrintedDate,2
VirtualNozzleAlarm;,2
executing,2
this.messenger.MessengerAsClient;,2
Color.Green;,2
f.EnumeratorValue,2
Vehicle,2
endLevel;,2
alarms.Where(a,2
System,2
\name="\KeySize"\>Can\,2
fp.TotalSales,2
\192,\,2
given,2
this.percentageValue);,2
this.CalculateCRC32();,2
Reports.InvoiceTraderReport,2
3))),2
\"\00"\;\,2
a);,2
(int)ftpc.FuelType).FirstOrDefault();,2
MessageBoxIcon.Error);,2
Data.SendLog,2
printed,2
(ac,2
msg.Route.Reciever,2
subReport2.ReportParameters[0].Value,2
s.VolumeNormalized),2
has,2
nozzleFlowsRadGridView,2
tAlarm.MessageText,2
\Telerik.Reporting.OpenAccessDataSource(q2,\,2
!i.Invoice.IsReplaced).ToList();,2
controller_RefreshAlerts(object,2
font,2
[dbo].[TankSale],2
your,2
tf.VolumeNormalized,2
e.Alarm.DatabaseEntityId,2
\[Name],\,2
\[Color],\,2
\name="\Password"\>Password\,2
60;,2
this.database.Tanks.Where(n,2
m.Value.VendingMachineId,2
Data.SystemEventDatum();,2
(OptionKey,2
fillingsDelivery15.Where(t,2
btnAddSchedule,2
\name="\address"\></param>\,2
Common.Enumerators.SendLogActionEnum.SalesTransaction;,2
tAlarm.MessageText;,2
banner.TopMost,2
dbo.TankSale.EndLevel,2
this.labelUnitPriceDec.Text;,2
msg.VendingMachineId,2
tank.TankStatus,2
Common.Enumerators.FuelPointStatusEnum.Offline;,2
(this.SaleAvaliable,2
IsPrinted,2
\invoicedDeliveries.Add(tank,\,2
fleetManagmentSchedulesRadGridView,2
MD5</param>,2
discountText1,2
tAlarm.AlertType).ToList();,2
fillingRest15,2
log.Action,2
if(bm.MessageType,2
(outFolder,2
fires,2
/Προσθήκη,2
List<Data.SystemEvent>,2
data.PopupWindow.Hide();,2
currentReport,2
updates,2
previousScale;,2
\string.Format("\{0:N2}%"\,\,2
(this.labelUnitPriceDec.Text.Length,2
msgRet,2
database.TankLevelStartViews.Where(t,2
this.PrintToPrinter(invoice);,2
msg.MessageId,2
Color.Black;,2
GetNextSaleReturn;,2
panelNozzle,2
(Data.Tank,2
\"\Auto\,2
\"\Πώληση\,2
u.ApplicationUserId,2
this.database.Add(sysData);,2
dbo.SalesTransaction.SalesTransactionId,2
\report.ReportParameters["\CompanyVATNumber"\].Value\,2
SET,2
tAlarm.DeviceId;,2
shiftsRadGridView,2
left,2
t.TansDate).FirstOrDefault();,2
\nz.NozzleNumber,\,2
added,2
dbo.Dispenser,2
fuelType,2
(VirtualDevices.VirtualNozzle,2
1);,2
Build,2
\name="\version"\></param>\,2
\Data.Implementation.OptionHandler.Instance.GetOption("\CompanyPostalCode"\)\,2
strInner,2
).Count(),2
Data.SystemEventDatum,2
(tank,2
then,2
lt,2
existingEvent.Nozzle.Dispenser.OfficialPumpNumber,2
/INCLUDE,2
16,2
price,2
\this.entriesProcessed["\Alerts"\].Add(alert.EventId);\,2
initiates,2
(this.disableResolve),2
i.TankFilling.TransactionTime,2
VolumeDecimalPlaces,2
changeLogRadGridView,2
\Data.Implementation.OptionHandler.Instance.GetOption("\CompanyTaxOffice"\);\,2
panel7,2
[DeviceSettingId],2
//ftpc.TotalOut,2
signed,2
object,2
currentNormalizedVol,2
width),2
radMenuItem1,2
deviceSettingRadGridView,2
\ConcurrentDictionary<Guid,\,2
nozzle.LastVolumeCounter,2
QueryResolveAlarmArgs,2
workflows,2
label16,2
RTF,2
tfi.InvoiceVolumeNormalized);,2
failure,2
NozzleStatusEnum.Offline;,2
fuelTypes.Where(f,2
existingEvent.EventId;,2
\dbo.SalesTransaction.TotalizerEnd,\,2
invoiceTypeDropDownList,2
DiscountAmount,2
Type,2
invoiceLines.Add(infoData.CenterString(printerLineWidth));,2
\9)),\,2
Initialization,2
button,2
System.IO.DirectoryInfo(this.outFolder);,2
\this.entriesProcessed["\Balances"\].Add(balance.BalanceId);\,2
static,2
filling,2
information,2
nozzleId,2
ft));//F_2245C,2
threads,2
100);,2
fillingsVol15);,2
addressLabel,2
EndPointEnum.Console;,2
Αδικ,2
sysEvent,2
(int)tAlarm.AlertType;,2
ac.CurrentAlarm.DatabaseEntityId).FirstOrDefault();,2
timer,2
System.Net.IPAddress.Parse(this.serverIp);,2
alarmControl,2
report.ReportParameters[2].Value,2
χρήστη,2
titrimetry.TitrimetryId.ToString().ToLower();,2
events,2
this.database.ApplicationUsers.Where(u,2
\this.dispensersBindingSource,\,2
data.PopupWindow.Dispose();,2
IsCustomer,2
DiscountPercentage,2
s.DispenserId,2
!i.Invoice.InvoiceType.IsInternal.Value,2
Load,2
se.ResolvedDate,2
VirtualTankAlarm,2
[dbo].[TankLevelStartView],2
tfi.InvoiceVolume);,2
l.Height).Where(l,2
\dt2,\,2
[dbo].[FuelType],2
l.Volume,2
Alarm,2
dbo.TankSale.TankId,2
(this.AlarmResolved,2
radCheckBox2,2
Select(n,2
this.dispensers.SelectMany(d,2
ftpc.TotalLiterCheckNormalized;,2
dispenserRadGridView,2
long</param>,2
extension,2
\dbo.TankSale.EndLevel,\,2
here,2
btnSettings,2
m.Value).FirstOrDefault();,2
bm.VendingMachineId),2
SIZE,2
SignSignature,2
invoice.IsPrinted,2
sysEvent.DispenserId,2
existingEvent.Tank.TankNumber;,2
invoiceLinesBindingSource,2
tankRadGridView,2
invoiceTypeId);,2
fleetManagmentCotrollerRadGridView,2
[BaseDensity]),2
\this.GetEndLevel(database,\,2
\AddAlarmControlDelegate(this.AddAlarmControl),\,2
//ftpc.SumTotalOutNormalized,2
(ftc.FuelPumps.Count,2
msg.Route.RevieverId,2
(int)Common.Enumerators.AlertTypeEnum.CommunicationLossFuelPoint;,2
\dbo.TankSale.StartVolume,\,2
discAmount).EquilizeString(printerLineWidth);,2
/BEGIN,2
\fillingRest.Add(tank,\,2
\Έκτωσης:#{0:N2}"\,\,2
entry,2
database.Add(sysEvent);,2
\report.ReportParameters["\CompanyName"\].Value\,2
attribute,2
n.TankId,2
vehiclesBindingSource,2
\report.ReportParameters["\CompanyVATOffice"\].Value\,2
fillingRest15.Where(t,2
DATABASE,2
\"\Ισοζύγιο\,2
System.IO.File.ReadAllText(file.FullName);,2
invoicedVol15);,2
cnode);,2
sysEvent.NozzleId,2
Data.TitrimetryLevel,2
outdoorPaymentTerminalControllersRadGridView,2
Color.Red;,2
radDropDownButton1,2
\99,\,2
//alarms.Remove(alarm);,2
this.serverPort;,2
ftpc.TotalLiterCheckNormalized,2
Program.CurrentUserId;,2
invoicedDeliveries.Where(t,2
sysData.PropertyName,2
sysEvent.CRC,2
Invoice,2
UNION,2
n.NozzleOfficialNumber,2
5);,2
nozzle.TotalVolumeCounter,2
SearchTextBox,2
nozzle.Dispenser.OfficialPumpNumber,2
events),2
(dispenser.Status,2
προ,2
(VirtualAlarmData,2
invoicedDeliveries,2
this.clientPort);,2
btnTanks,2
\ταυτοποίησης"\,\,2
(Data.SystemEvent,2
alarm.ResolveText,2
infoData,2
radLabel28,2
label17,2
between,2
Data.ApplicationUser,2
(2,2
ID,2
tank.CurrentDensity);,2
GC.WaitForPendingFinalizers();,2
fillingsRestVol15,2
banner.ShowDialog();,2
Database,2
\name="\InitialVector"\>Needs\,2
\[Code],\,2
ftpc.SumTotalOutTotalizer,2
lastVolume,2
JOIN,2
\"\Alert_"\\,2
q);,2
List<Common.IController>,2
Λειτουργίας,2
Starts,2
do</param>,2
!i.Invoice.IsEuromat.Value)).ToList();,2
invoicedVol15,2
προς,2
Common.Sales.SaleData()));,2
\System.Windows.Forms.Binding("\Value"\,\,2
\decimal(18,2)\,2
data.PropertyName;,2
VirtualNozzle,2
sysData,2
\name="\alarm"\></param>\,2
\(file.Name.StartsWith("\Titrimetry_"\))\,2
msg.Route.Transmitter,2
\name="\channel"\></param>\,2
tankFillingBindingSource,2
s.Volume);//,2
256</param>,2
fillingRest.Where(t,2
handling,2
\this.SaleAvaliable(this,\,2
Removes,2
dispenserSaleRadGridView,2
channelLabel,2
[nvarchar](50),2
VirtualTankFillingInfo();,2
της,2
\report.ReportParameters["\CompanyCity"\].Value\,2
paymentTypeDropDownList,2
\this.SelectNozzle(nozzle,\,2
tf.VolumeNormalized;,2
\Dictionary<string,\,2
\(file.Name.StartsWith("\Balance_"\))\,2
\128,\,2
Agent,2
n.DispenserId,2
labelTitle,2
\fillingRest15.Add(tank,\,2
(this.messages.Where(m,2
Data.ApplicationUserLoggon,2
systemEventDatumRadGridView,2
img,2
\this.GetStartLevel(database,\,2
\([FuelTypeId],\,2
qFill.Sum(tf,2
\(command,\,2
alarm;,2
outdoorPaymentTerminalNozzleRadGridView,2
skip,2
FILENAME,2
false,2
dbo.Tank,2
lhPrinter,2
\this.database.Refresh(RefreshMode.OverwriteChangesFromStore,\,2
\name="\parameter"\></param>\,2
\Data.Implementation.OptionHandler.Instance.GetOption("\CompanyAddress"\);\,2
this.popups.Where(p,2
se.ResolveMessage,2
GC.Collect();,2
(!dir.Exists),2
thead,2
string</returns>,2
il.Invoice.InvoiceSignature,2
this.outFolder,2
btnSave,2
priceTotal1,2
sysEvent.EventId,2
this.btnCustomer.BackColor,2
\dbo.TankSale.StartLevel,\,2
radGridView2,2
control.QueryCreateSaleEvent,2
\+balance.StartDate.ToString("\yyyyMMdd"\);\,2
fuelTypeRadGridView,2
VirtualTankFillingInfo,2
sysEvent.EventDate,2
this.database.Dispensers.Where(n,2
tf,2
κωδικού,2
(this.AlarmRaised,2
/Διόρθωση,2
(!i.Invoice.IsEuromat.HasValue,2
Υψηλή,2
invoicedVol);,2
d.Nozzles).Where(n,2
error,2
tankCheckBindingSource,2
fillingsVol);,2
prices,2
maxLevel,2
//il.Invoice.InvoiceSignature,2
\2,\,2
ReturnMessage,2
fillingRest,2
//ftpc.SumTotalOut,2
data.Value;,2
\dbo.SalesTransaction.TotalPrice,\,2
nz,2
Σφάλμα,2
SimpleTCP.Message,2
signal,2
Τιμών,2
OpenSale,2
changed,2
FormClosedEventHandler(priceForm_FormClosed);,2
invoicedVol,2
fp.TotalSales);,2
radLabel15,2
//report.DataSource,2
\Χονδρικής"\;\,2
dbo.[Option],2
-=,2
outdoorPaymentTerminalTimeSchedulesRadGridView,2
remove,2
ssf.ShowDialog();,2
radLabel25,2
invoice.InvoiceId);,2
foo);,2
period,2
btnAlerts,2
panel9,2
traderBindingSource,2
this.popups.Remove(data);,2
tank.TankNumber);,2
BaseMessage.SerializeMessage(msg);,2
VirtualTankAlarm;,2
\Data.Implementation.OptionHandler.Instance.GetBoolOption("\[OTPEnabled]"\,\,2
Ολοκλήρωση,2
\ΛΕΙΤΟΥΡΓΙΑ"\)\,2
\fillingsDelivery.Add(tank,\,2
this.dispNozzles[n.ParentDispenser].ToArray(),2
q1,2
sysData.SystemEventDataId,2
Telerik.OpenAccess.ObjectState.MaskDirty),2
fuelpump,2
\Data.Implementation.OptionHandler.Instance.GetOption("\CompanyOccupation"\);\,2
fuelTypeDropDownList,2
\dbo.TankSale.EndVolume,\,2
sysEvent.TankId,2
GetEndLevel(Data.DatabaseModel,2
Threads,2
/////////////////////////,2
fillingsDelivery.Where(t,2
Data.SalesTransaction,2
\report.ReportParameters["\CompanyAddress"\].Value\,2
radMenuItem2,2
\(byte)PathPointType.Line,\,2
msg.Route.TrasmitterPort,2
fillingsRestVol15);,2
fillingsDelivery,2
\"\ΣΥΝΑΓΕΡΜΟΣ\,2
tank.GetTempmeratureAtTime(dt1);,2
invoicedDeliveries15.Where(t,2
\invoicedDeliveries15.Add(tank,\,2
panel8,2
subReport3.ReportParameters[1].Value,2
iterations,2
posEnd,2
label11,2
this.radButton1.Enabled,2
PopupData,2
f.TransactionTime,2
\invoiceLines.Add(("\ΠΕΛΑΤΗΣ\,2
tankBindingSource,2
//ftpc.TotalOutNormalized,2
\ΛΙΑΝΙΚΗΣ"\).CenterString(printerLineWidth));\,2
ftpc.TotalSalesNormalized,2
Select(m,2
label10,2
panelNozzles,2
rebuild,2
typeof(AckMessage);,2
catch(Exception,2
(int)Common.Enumerators.AlertTypeEnum.FuelPointError;,2
FILEGROWTH,2
msg.ResponseMessageType,2
\"\Αλλαγή\,2
\this.LogSend(sender,\,2
startLevel.Level.Value;,2
(BaseMessage,2
this.fpWorkFlows.Select(f,2
ResGen,2
\πρόσβασης"\,\,2
(startLevel,2
invoiceLines.Where(i,2
controllerDropDownList,2
qInvFillings.Sum(il,2
msg);,2
(this.Width,2
dbo.Nozzle,2
SHA1,2
il.Invoice.TransactionDate,2
e.DeviceId,2
i.Invoice.TransactionDate.Date,2
\[decimal](18,\,2
GetStartLevel(Data.DatabaseModel,2
label18,2
[OilCompanyId],2
if(this.invoicesProcessed.Contains(invoice.InvoiceId.ToString())),2
[bit],2
CheckDate,2
DockStyle.Fill;,2
(this.salesToProcess.Count,2
\this.AlarmRaised(this,\,2
List<Data.InvoiceLine>,2
100),2
(e.Column.Name,2
n.NozzleId).ToArray();,2
this.Enabled,2
startLevel,2
\fillingsDelivery15.Add(tank,\,2
s.TankId,2
panel11,2
project,2
\report.ReportParameters["\InvoiceId"\].Value\,2
this.database.RemoveLevelAlarm(sysEv);,2
tank),2
need,2
\Πώληση#Μετρητοίς"\.EquilizeString(printerLineWidth);\,2
Flag,2
detects,2
//ftpc.SumTotalOutTotalizer,2
(int,2
msg.Route.TrasmitterAddress,2
fuelpoint,2
msg.Transmitter,2
cnode,2
user,2
\"\.txt"\);\,2
fillingsVol15,2
ComVisible,2
t.Controller)).Distinct().ToList();,2
WorkFlow.SaleCompletedArgs(new,2
tank.GetDensityAtTime(dt1));,2
GroupSum,2
Αδράνεια,2
i++),2
Data.Nozzle;,2
tankLevelStartViewRadGridView,2
nozzle.OfficialNozzleNumber;,2
strartLevel,2
(this.defaultTaxDevice,2
label13,2
\(file.Name.StartsWith("\TankFilling_"\))\,2
NozzleIndex,2
NAME,2
dispenser.OfficialPumpNumber;,2
(data,2
tanklevel,2
subReport3.ReportParameters[0].Value,2
v,2
Common.Enumerators.SendLogActionEnum.FuelTypePrice;,2
\COM,\,1
currentShift.ApplicationUserId;,1
\dbo.Invoice.NettoAmount,\,1
Hewlett,1
btnLiterCheck,1
\bc1.StartDate.ToString("\dd/MM/yyyy\,1
\SetStyle(ControlStyles.SupportsTransparentBackColor,\,1
this.objectsToDispose),1
Program.CurrentUserId).First();,1
subReport4,1
Alarms,1
this.database.RemoveCounterAlarm(sysEv);,1
(dob.GetType(),1
EventHandler<QueryRemoveAlert>,1
c.CurrentAlarm,1
Common.Enumerators.SendLogActionEnum.SystemEvent;,1
AlertHandler.Instance.AddAlertsFromDatabase();,1
EventHandler<Common.TotalsEventArgs>(controllerInterface_TotalsRecieved);,1
addressTextBox,1
\"\TankData"\;\,1
Numbers,1
0).FirstOrDefault();,1
/U,1
/ΠΟΛΗ:[CompanyCity],1
Common.Enumerators.TankStatusEnum.HighWaterLevel),1
deliveryCheckInvoiceType,1
@Day,1
invoice.InvoiceId.ToString(),1
PrinterSettings,1
!i.IsInternal.Value),1
cnode.CheckState,1
Εκτός,1
serverIpRadTextBox,1
radPageViewPage9,1
\f.TotalizerStart),\,1
cityLabel,1
\System.IO.FileSystemWatcher(this.outFolder,\,1
saving,1
(slog,1
[PK_FleetManagmentCotroller],1
fileName;,1
salesDateFrom,1
c),1
RadDesktopAlert[],1
MessageTypeEnum.GetNextSaleReturn),1
cmd,1
path,1
vehicleIdLabel1,1
this.disabledPanel.Width,1
StatusBtn,1
constructor,1
FULLTEXTSERVICEPROPERTY(&apos;IsFullText,1
\string.Format("\{0:N2}\,1
PriceSettingsForm,1
splitPanel3,1
//this.panel5.Controls.Remove(alarmControl);,1
n.OfficialNozzleNumber,1
Overrides,1
//catch,1
radLabel22,1
ΔΙΟΡΘΩΣΗ,1
\name="\startTotal"\></param>\,1
nzModels.OrderBy(n,1
Encoding.Default);,1
[DateTimeStamp],1
this.RefreshValues();,1
1900),1
\tank.TankId,\,1
PasswordEncrypted,1
this.client.Disconnect();,1
CurrentUICulture,1
radDropDownList3,1
this.selectInvoiceControl1.DateFrom,1
dbo.Invoice.TotalAmou,1
pumpSerialNumberLabel,1
(this.QueryResolveAlert,1
communicationProtocolRadDropDownList,1
EventHandler(LoadWaitingForm_Load);,1
maxLevel.Height.Value;//,1
this.controller.GetTanks().Where(t,1
\Logger.Instance.LogToFile("\Values\,1
([NozzleId,1
Εκτυπωτής,1
v1.1.1,1
tf.VolumeRealNormalized);,1
\invLine.Volume.ToString("\N2"\).CenterString(7)\,1
\file.Name.Replace("\Alert_"\,\,1
Παύση,1
ApplySign(string,1
PrintHandler();,1
SelectCompanyForm,1
[dbo].[ShiftSetting],1
ds1;,1
PrintToPrinter(alert);,1
(tank.TankStatus,1
terminalAssemblyLabel,1
ΑΓ.&apos;,1
Common.Enumerators.FuelPointStatusEnum.Offline),1
(sendObject.GetType().Name),1
Start,1
(!period.PeriodEnd.HasValue,1
isDisabledRadCheckBox,1
(vnz.HasLockedTank),1
if(this.dispenser.Nozzles.Length,1
wizardPage4,1
/ΔΙΕΥΘΥΝΣΗ:[CompanyAddress],1
\invLine.VatAmount.ToString("\N2"\).CenterString(6);\,1
euromatPortRadSpinEditor,1
f.FormClosed,1
Μηχανιοσμός,1
(e.PropertyName,1
radTextBox4,1
[dbo].[InvoiceLine],1
vtank.FillingStartTankLevel;//;,1
sumOut,1
totalVolumeRadSpinEditor,1
maxFuelHeightRadSpinEditor,1
this.ShowFillingNeededInfo(alarm);,1
(!i.Invoice.InvoiceType.IsInternal.HasValue,1
this.panel5.Height,1
inv.ToString(),1
[nvarchar](150),1
like,1
alarm.AlarmTime,1
StronglyTypedResourceBuilder,1
cnode.Tag,1
textEmails,1
taxOfficeTextBox,1
titrationDateLabel,1
fleetSalesCheck,1
TABLE),1
MessageTypeEnum.EnableOPT,1
this.labelTotalVolume.Text,1
radMenuItem11,1
SelectionForms.SelectBalanceForm();,1
Encoding.GetEncoding(437).GetString(Encoding.Default.GetBytes(s))));,1
user;,1
ControllerSettings,1
phone2Label,1
f.SumTotalOutNormalized);,1
([TransactionTimeStamp]),1
e.Alarm.AlarmTime,1
UserVerificationForm,1
alarm.AlarmType,1
8,1
\"\Παραλαβή\,1
SaleStateEnum.Started;,1
loggon.ApplicationUserId,1
this.radDateTimePicker1.Value,1
διόρθωση,1
ascBuf,1
SendHistoryForm,1
foreach(VirtualTank,1
settings,1
applicationUserBindingSource,1
wizardPage3,1
bl.Model.Balance[0].Sign,1
radMenuItem11_Click(object,1
ExcelReader.GetString(i),1
AlertHandler.Instance.Dispensers,1
processedInvoices.Remove(inv);,1
//Control,1
ds5;,1
subReportSource3;,1
RemoveAlertControl(Control,1
CurrentShift,1
encrypted</param>,1
List<IDisposable>,1
upDecPlacesRadSpinEditor,1
printHandler,1
πρωτόκολλων,1
\dbo.SalesTransaction.NozzleId,\,1
!il.TankFillingId.HasValue,1
DateTime.Now.Subtract(period.PeriodStart).TotalDays,1
bl,1
System.Diagnostics.Stopwatch.StartNew();,1
((this.dispenser.ActiveNozzle.CurrentSaleUnitPrice,1
UserSettingsForm,1
files),1
\((Telerik.Reporting.SubReport)report.Items["\detail"\].Items["\subReport4"\]).ReportSource\,1
ds1,1
controlled,1
//this.invoicesProcessed.Add(invoice.InvoiceId.ToString(),1
this.objectsToDispose.Add(openAccessDataSource);,1
this.objectsToDispose.Add(ds5);,1
discountText2,1
extracting,1
\decimalVolume.ToString("\N0"\);\,1
info3String,1
Common.Enumerators.TankStatusEnum.Idle;,1
looking,1
LoadWaitingForm,1
sret,1
(sysEv,1
t.CurrentVolume);,1
dbTank,1
e.Row.DataBoundItem,1
VirtualDispenser,1
irc.FuelType.ToString(),1
invoiceSignatureLabel1,1
vals.Status,1
Reports.BalanceReports.PumpBalanceReport,1
vv).LastOrDefault();,1
workFlow.AlarmRaised,1
physicalAddressRadSpinEditor,1
List<FuelTypeModel>();,1
panelTanks,1
\bl.LoadBalance(ssf.SelectedBalance,\,1
offsetVolumeRadSpinEditor,1
\member,\,1
decimal2,1
panelOpen,1
AlertHandler.Instance.CheckForTankAlerts(vt);,1
euromatEnabled,1
radMenuItem6,1
radLabel20,1
labelDispenserNumber,1
Sums,1
we,1
this.database.Shifts.Where(s,1
\RemoveControlDelegate(this.RemoveAlertControl),\,1
RadDesktopAlert();,1
Filling,1
\"\Windows8"\;//"\TelerikMetroBlue"\;\,1
\name="\vDevice"\></param>\,1
CommunicationSettingsForm,1
dispC,1
emailRadTextBox,1
Processes,1
labelAveragePrice,1
ΕΠΩΝΥΜΙΑ:[Trader.Name],1
tableLayoutPanel1.GetRowHeights().Min(a,1
versionLab,1
DisplayBtn,1
msg.MessageId);,1
\this.outFolder.Trim().EndsWith("\\\"\)\,1
decimal3,1
nzModel,1
Common.Enumerators.ApplicationUserLevelEnum.SuperUser,1
volume,1
s.BalanceId.ToString().ToLower(),1
ds4;,1
tankLinearGauge2,1
termal,1
if(invoice.InvoiceLines[0].SaleTransactionId.HasValue),1
printers,1
green,1
btnInvoicePerDayReport,1
WorkFlow.AlarmRaisedEventArgs(info));,1
vatAmountLabel,1
Πωλήσεων:,1
Action((),1
toRemoveGen),1
(Windows.UI.Controls.AlarmControl,1
he,1
this.reportViewer1.Dispose();,1
[varchar](150),1
SaleTransactionsForm,1
FileTypeInfo,1
associated,1
Script,1
true);,1
point,1
[dbo].[InvoicePrintView],1
(Icon),1
this.panel1.BackColor,1
if(nozzle,1
(Guid)this.radDropDownList1.SelectedValue;,1
[ClientPort],1
TotalOutNormalized,1
database.Tanks.OrderBy(t=>t.TankNumber)),1
evaluated,1
TankGauge,1
maxWaterHeightRadSpinEditor,1
salesViewBindingSource,1
this.fillingsProcessed.Add(tankFilling.TankFillingId.ToString(),1
1000;,1
\form,\,1
Color.FromArgb(vt.BaseColor);,1
ds5.DataMember,1
[FK_ShiftSetting_Nozzle],1
this.labelTemp.Text,1
Common.Enumerators.TankStatusEnum.HighLevel:,1
vtank.LastFuelHeight,1
outdoorPaymentTerminalScheduleBindingSource,1
Dart,1
radDropDownList4,1
label19,1
isPrintedLabel,1
btnDispensers,1
DeviceIndex,1
tank.GetLastValidValues();,1
this.panelTanks);,1
\("\\,1
fuelTypes.OrderBy(f,1
lastSale.SalesTransactionId;,1
//Telerik.Reporting.InstanceReportSource,1
nzModel.UnitPrice,1
uniqueidentifier,1
MessageTypeEnum.EnableOPT),1
Guid.Parse(id);,1
newAlerts),1
(ssf.SelectedBalance,1
DisposeObjects(),1
Color.Transparent;,1
f_2245b[ftpc.FuelPumpSerialNumber];,1
emsg1.ErrorCode,1
saleMsg,1
150);,1
Έκδοση,1
oilCompanyBindingSource,1
newInvoice.Number);,1
ds3,1
labSerial,1
closed,1
\"\00"\\,1
decPlacesRadSpinEditor,1
fuelpumps,1
this.labelTotalVolumeDec.Text;,1
Subversion,1
Interval,1
Option_7,1
ShiftForm,1
set;,1
panelNozzle4,1
shiftsBindingSource,1
fts,1
e.SignString,1
ftdesc).FirstOrDefault();,1
Common.Enumerators.SendLogActionEnum,1
selectInvoiceControl1,1
0);,1
[ColumnName],1
this.client.Write(message);,1
EuromatTransmitter.EutromatStateEnum.MasterUsed),1
\Αποστολής"\,\,1
@InvoiceTypeId,1
this.panelTanks.ResumeLayout();,1
AlertHandler.CheckForTankAlerts(tank);,1
Reports.Invoices.InvoicePerDayReport,1
3);,1
//varqFillInv,1
panelControl,1
while(true),1
Plate,1
EventHandler(controller_RefreshAlerts);,1
handle,1
\Encoding.ASCII,\,1
this.panel5.Controls.Remove(alarmControl);,1
taxRegistrationNumberRadTextBox,1
outdoorPaymentTerminalNozzleBindingSource,1
όγκος,1
FleetManagmentForm,1
\5,\,1
nzs),1
otpTerminals,1
(gm.Status,1
MessageTypeEnum.ReturnMessage),1
btnFleetManagment,1
signFolder,1
\strings,\,1
tank.FuelLevel;,1
this.flowLayoutPanel1.Controls.Clear();,1
(not,1
Communication.IncomeRecieptClass;,1
Reports.Invoices.InvoicePerDayReport();,1
this.radDateTimePicker2.Value,1
tanks.//,1
Threads.AlertHandler.Instance.AlarmResolved,1
Create,1
vnz,1
&apos;Παραλαβή,1
COMPATIBILITY_LEVEL,1
Server_DataReceived(object,1
(ev,1
so,1
invoiceLines.Add(border.CenterString(printerLineWidth));,1
στην,1
ChangeLog,1
GETDATE()),1
[TotalizerStart],1
Text,1
radMenuButtonItem2,1
\this.PrintText(balance.BalanceText,\,1
tank.GetTempmeratureAtTime(balance.TimeEnd);,1
labelTaxInfo,1
Χαμηλή,1
(sret,1
printerSettings.Copies,1
communicationProtocolLabel,1
mailServerTextBox,1
panelTitrimetry,1
(VirtualDevices.VirtualTankAlarm)alarm;,1
currentShift.ShiftId;,1
dispenser.Nozzles),1
this.dispenser.VolumeDecimalPlaces;,1
ReportGrid,1
Integer,1
Reports.ShiftLiterCheck,1
Ακροσωλήνιο,1
ev.EventId.ToString());,1
this.invoicesProcessed.Remove(invoice.InvoiceId.ToString());,1
\decimalPrice.ToString("\N0"\);\,1
this.selectInvoiceControl3.DateTo,1
NozzleStatusEnum.Working;,1
Reports.SaleReport();,1
[Logo],1
invoicePrintBindingSource,1
επικοινωνίας,1
\"\SalesTransaction"\:\,1
WITH,1
nozzle.NozzleId),1
[dbo].[TankSaleView],1
this.selectInvoiceControl3.DateFrom,1
\invLine.UnitPrice.ToString("\N3"\).CenterString(6)\,1
ftpc.FuelPumpSerialNumber).FirstOrDefault();,1
vals.ActiveNozzle,1
Data.Dispenser;,1
again,1
\\192.168.1.101\hpl,1
Reports.TankStausReport,1
dispenserSaleBindingSource,1
resolve,1
XmlSerializer(toSerialize.GetType());,1
ft.FuelCode,1
this.PasswordText.Text),1
alert.DeviceDescription;,1
this.PrintInvoice(invoice);,1
((int)this.dispenser.ActiveNozzle.CurrentSaleTotalPrice).ToString();,1
this.server.Stop();,1
Common.IController,1
opened,1
text);,1
N,1
bmp,1
reportSource,1
Reports.SaleReportFuelType,1
VirtualDevices,1
this.traderBindingSource.DataSource,1
Data.UsagePeriod,1
-sumOut;,1
ControllerThread();,1
